country,year,SP.POP.TOTL,NY.GDP.PCAP.CD,SP.DYN.LE00.IN,SE.SEC.ENRR,SL.UEM.TOTL.ZS,SI.POV.GINI
AFE,2018,657801085.0,1538.92418773564,63.3670367555538,43.192928314209,7.3605131044333,
AFW,2018,452195915.0,1703.89639222804,57.1297073906826,43.544921875,4.32363095413829,
ARB,2018,435998060.0,6576.51663083912,71.4885385070567,68.9235305786133,10.6597396349929,
CSS,2018,3048465.0,12047.8528111635,72.694576053522,86.4785308837891,11.0509700263011,
CEB,2018,102439383.0,16181.6073703684,76.9757647744597,101.131561279297,4.30568206567801,
EAR,2018,3314245247.0,3503.21320137921,70.768483000209,74.4889221191406,6.79972998966452,
EAS,2018,2347576325.0,11285.8972298534,76.5829004467556,87.7747802734375,3.74497476910225,
EAP,2018,2100698838.0,7925.42476458249,75.7914160224627,86.334831237793,3.8023437834359,
TEA,2018,2074796982.0,8014.49766251885,75.8258469794039,86.210693359375,3.8185338900756,
EMU,2018,346105839.0,40068.5215464339,82.0055745240526,107.857460021973,8.16092484825284,
ECS,2018,919738352.5,25340.1536558293,77.8954378072222,105.092140197754,6.89825188854958,
ECA,2018,246654915.5,5952.35226461881,74.0864758474709,100.984802246094,8.66101950653445,
TEC,2018,460515553.5,8884.71291375979,74.0283996396025,100.507400512695,6.68602119949787,
EUU,2018,446953938.0,36002.564051993,81.0294256698864,107.557319641113,7.25621058383303,
FCS,2018,953648681.0,1819.00302147749,61.9275060577707,46.0214881896973,5.82973963441826,
HPC,2018,802020674.0,968.18729528141,62.9271549736672,41.258430480957,4.3509884503825,
IBD,2018,4807550491.0,6376.20637613022,73.9249350552497,85.1195602416992,6.29423565288986,
IBT,2018,6518627024.5,5071.47780601742,71.2770140066173,72.4737701416016,5.92439685213894,
IDB,2018,574487740.0,1856.81876322366,61.0543393432782,45.4466400146484,4.84749926503425,
IDX,2018,1136588793.5,1177.52764226474,65.2439035778193,48.5642890930176,4.56356857145765,
IDA,2018,1711076533.5,1405.59717231873,63.8372725817393,47.4841613769531,4.66056541533335,
LTE,2018,2298520431.5,9850.36115121356,76.7688297686968,91.1859283447266,5.03962485623598,
LCN,2018,635680745.0,9034.70781075096,74.8500136238664,97.4790191650391,7.93233089575174,
LAC,2018,572668977.0,8504.73822009603,74.7678088152975,97.9426422119141,8.07033178581621,
TLA,2018,620274430.0,8877.72299219367,74.7759178485014,97.4700393676758,8.03324720484733,
LDC,2018,1033110314.0,1065.22658037951,64.7923469499686,46.6044807434082,4.8870235507301,
LMY,2018,6287535114.5,4738.20340339937,71.1682575000595,72.2803802490234,5.94758218404823,
MEA,2018,466691130.0,7732.44296580288,73.7045244867728,77.1062393188477,10.5036929963006,
MNA,2018,404775501.0,3682.71025533449,72.9145963153561,74.3747634887695,12.2901292184688,
TMN,2018,400206414.0,3684.084605003,72.8931509072966,74.0922317504883,12.1467211648243,
MIC,2018,5645348919.5,5202.51034300538,72.0965934977823,76.8403091430664,6.03767380152027,
NAC,2018,363974650.0,61512.7212012788,78.9658404447629,100.32991027832,4.10818783801368,
OED,2018,1355260023.0,39573.0447485009,80.0097520847235,106.457817077637,5.47945204421387,
OSS,2018,13634874.0,14455.7757539518,73.2393179924134,70.0306396484375,7.66956307053111,
PSS,2018,2542009.0,4245.78718413539,69.2302311172473,72.8087997436523,3.27563360735952,
PST,2018,1110512190.0,45562.8677932304,80.6664898048029,105.054039001465,5.29998778603629,
PRE,2018,946317177.0,1432.1297922805,60.3043495034889,41.9691886901855,5.35138602677923,
SST,2018,19225348.0,12723.981268455,72.6248947719198,72.7428283691406,7.68329154788694,
SAS,2018,1852836645.0,1907.38178097978,70.2400079461258,69.3466873168945,6.9988724648697,
TSA,2018,1852836645.0,1907.38178097978,70.2400079461258,69.3466873168945,6.9988724648697,
SSF,2018,1109997000.0,1606.1313576289,60.826043528271,43.3443489074707,6.10632797505626,
SSA,2018,1109900238.0,1604.66374694771,60.8249960142519,43.3413200378418,6.10632797505626,
TSS,2018,1109997000.0,1606.1313576289,60.826043528271,43.3443489074707,6.10632797505626,
WLD,2018,7696494847.5,11288.8842617304,72.7351157908109,75.9636535644531,5.76898308254956,
AFG,2018,36743039.0,491.337221382603,63.081,57.0392990112305,11.196,
ALB,2018,2866376.0,5365.48934672897,79.184,98.8223876953125,12.304,30.1
DZA,2018,42505035.0,4577.21029180491,76.066,,12.137,
ASM,2018,50908.0,12552.0546868861,,,,
AND,2018,75162.0,42819.7745797624,,95.0905990600586,,
AGO,2018,31297155.0,2538.59139143371,62.144,,16.594,51.3
ATG,2018,90926.0,18273.4270684912,78.511,120.935958862305,,
ARG,2018,44654882.0,11752.7998922979,76.999,109.696998596191,9.22,41.7
