country,year,SP.POP.TOTL,NY.GDP.PCAP.CD,SP.DYN.LE00.IN,SE.SEC.ENRR,SL.UEM.TOTL.ZS,SI.POV.GINI
NAC,2021,370353489,69382.1728474769,76.8726640169191,101.911491394043,5.59214283036202,
OED,2021,1371769252,43133.7860734899,78.6638716565587,106.208450317383,6.19286372183563,
OSS,2021,14040798,15120.1040765783,72.3874919353631,71.2418670654297,8.36606234826282,
PSS,2021,2625493,3638.30140671833,69.1848210230432,73.1927108764648,3.18377728754444,
PST,2021,1117015201,49980.4043268261,79.7348741357758,105.29850769043,5.80308030334844,
PRE,2021,1024960313,1404.30365764781,59.8362546793253,43.601978302002,5.82347555930522,
SST,2021,19777900,13092.4975736112,71.6576934341937,73.2889785766602,8.32665127077856,
SAS,2021,1914263569,2131.30229648282,67.5674425618231,73.0526504516602,6.38900638352055,
TSA,2021,1914263569,2131.30229648282,67.5674425618231,73.0526504516602,6.38900638352055,
SSF,2021,1199011925,1613.8768603775,60.2190585730974,45.0005912780762,6.9876633959167,
SSA,2021,1198912667,1612.77003780241,60.2179675246604,44.9979286193848,6.9876633959167,
TSS,2021,1199011925,1613.8768603775,60.2190585730974,45.0005912780762,6.9876633959167,
WLD,2021,7921184346,12352.73608496,71.2806116781408,77.5449600219727,6.06444597897447,
AFG,2021,40000412,356.496214115892,61.982,,11.994,
ALB,2021,2811666,6413.28328605026,76.463,97.6650314331055,11.474,
DZA,2021,44761099,4160.55926736925,76.377,,13.63,
ASM,2021,49225,15236.1604875571,,,,
AND,2021,78364,42425.6996756291,,97.3252334594727,,
AGO,2021,34532429,1925.87466082167,61.643,52.5437698364258,15.799,
ATG,2021,92349,17340.3790692554,78.497,,,
ARG,2021,45312281,10738.0179223384,75.39,116.559448242188,8.736,42.4
ARM,2021,2962300,4685.17997128509,72.043,97.3015594482422,15.469,27.9
ABW,2021,107700,27200.0610793969,74.626,124.23558807373,,
AUS,2021,25685412,60607.7788605166,83.3,135.526565551758,5.116,
AUT,2021,8955797,53648.7190742245,81.190243902439,102.307662963867,6.459,30.7
AZE,2021,10137750,5408.04535175023,69.366,91.4322891235352,6.04,
BHS,2021,396373,28682.3270000732,71.598,62.6166610717773,11.032,
BHR,2021,1504365,27147.8083882286,78.76,,1.541,
BGD,2021,167658854,2482.84917843357,72.381,70.2933328560227,5.327,
BRB,2021,282147,18696.7858952957,77.571,104.710250854492,9.433,
BLR,2021,9302585,7489.71894713888,72.3706829268293,95.2133865356445,3.9,
BEL,2021,11586195,51655.7883303715,81.790243902439,143.163513183594,6.248,26.6
BLZ,2021,395346,6122.61158580079,70.47,88.7403106689453,10.322,
BEN,2021,13413417,1318.83497843483,59.821,46.0770416259766,1.779,34.4
BMU,2021,64648,112712.025120653,79.28,80.7231448391844,,
BTN,2021,775442,3570.61257915864,71.815,90.8035788154924,4.803,
BOL,2021,11937360,3384.84486479247,63.63,91.4961090087891,5.089,40.9
BIH,2021,3244907,7295.3438240957,75.3,84.969841003418,14.897,
BWA,2021,2401441,7808.20623956293,61.141,70.0183868408203,23.106,
BRA,2021,209550294,7972.53665048385,72.75,106.651901245117,13.158,52.9
VGB,2021,37809,,74.494,84.1037216186523,,
BRN,2021,451721,31006.9636220576,74.642,89.1228976893426,4.905,
BGR,2021,6877743,12274.0775950496,71.4634146341463,98.7087631225586,5.267,39.0
BFA,2021,21995243,895.535288442991,59.27,38.2898712158203,5.2,37.4
BDI,2021,12965481,214.091455416133,61.663,,1.118,
CPV,2021,516649,3971.4440744985,74.052,86.4913024902344,13.976,
KHM,2021,16974305,2167.40324198499,69.584,57.9598846864777,0.396,
CMR,2021,26915758,1672.32657340872,60.333,45.0281105041504,3.973,42.2
CAN,2021,38239864,52496.8441693242,81.5870731707317,109.334312438965,7.527,
CYM,2021,70108,86438.445257404,82.009756097561,101.500267028809,,
CAF,2021,5112100,492.263142830507,53.895,,6.375,43.0
TCD,2021,17828273,660.747192555507,52.525,24.0918598175049,1.548,
CHI,2021,166741,66912.1750054447,81.232,,6.875,
CHL,2021,19456334,16216.5706467899,78.944,106.673522949219,9.281,
CHN,2021,1412360000,12617.5051041181,78.211,,4.55,35.7
COL,2021,51188173,6222.62164397614,72.83,102.987998962402,13.898,55.1
COM,2021,818174,1584.12450153608,63.417,,4.394,
COD,2021,99148932,558.034077296358,59.193,56.8860206604004,5.28,
COG,2021,5892183,2516.16255145432,63.519,,21.96,
CRI,2021,5059988,12838.1185358931,77.023,141.202713012695,15.139,48.7
CIV,2021,29639736,2455.98127641148,58.598,57.2815093994141,2.63,35.3
HRV,2021,3878981,17789.9304736722,76.4243902439025,105.876342773438,7.608,28.9
CUB,2021,11122168,,73.683,99.6352233886719,2.116,
CUW,2021,152369,17980.0888397547,,,,
CYP,2021,1317309,33734.29296875,81.203,102.499496459961,7.513,31.3
CZE,2021,10505772,27696.4619527544,77.2219512195122,102.089942932129,2.803,26.2
DNK,2021,5856733,69727.9873677012,81.4048780487805,131.772018432617,5.043,28.3
DJI,2021,1121248,3019.69343880209,62.305,,27.668,
DMA,2021,67202,8262.65091316727,72.814,87.1714172363281,,
DOM,2021,11123476,8472.47982000992,72.615,75.7044830322266,7.702,38.5
ECU,2021,17682454,6075.8026572556,73.67,95.227783203125,4.552,45.8
EGY,2021,110957008,3827.35415374308,70.221,85.5924224853516,7.441,
SLV,2021,6255782,4642.60743101342,70.748,66.0354766845703,4.327,39.0
GNQ,2021,1758786,6945.63069794539,60.594,,8.976,
ERI,2021,3350183,,66.536,,6.177,
EST,2021,1330932,27953.7670230126,76.9439024390244,113.01091003418,6.178,31.8
SWZ,2021,1206593,3926.48687364215,57.066,,34.153,
ETH,2021,122138588,910.947840320752,64.975,,3.935,
FRO,2021,53315,68736.505610554,83.0975609756098,,,
FJI,2021,916711,4696.17101880318,67.114,92.1540730010089,4.701,
FIN,2021,5541017,53099.1351400148,81.8853658536585,143.361343383789,7.617,27.7
FRA,2021,67842811,43725.0999521245,82.3243902439024,104.522842407227,7.874,31.5
PYF,2021,279792,21982.9038942614,79.486,,12.531,
GAB,2021,2376722,8181.40914134656,65.821,71.4352105480219,21.218,
GMB,2021,2576010,781.890925169531,62.083,101.391246171605,6.269,
GEO,2021,3708610,5083.60695484577,71.694,105.999618530273,11.791,34.2
DEU,2021,83196078,52265.6541620571,80.790243902439,101.203536987305,3.594,
GHA,2021,32518665,2445.50081810782,63.795,75.3132629394531,3.384,
GIB,2021,36858,,79.329,121.478309631348,,
GRC,2021,10569207,20654.7001960815,80.0829268292683,104.77806854248,14.656,32.9
GRL,2021,56653,57116.295770722,71.8139024390244,,,
GRD,2021,116688,9622.24050459345,74.936,,,
GUM,2021,163730,38074.8793745801,76.656,,5.991,
GTM,2021,17598650,4913.94712869347,69.237,48.3225402832031,2.174,
GIN,2021,13710513,1244.96550477914,58.892,35.9549392998814,5.827,
GNB,2021,2058841,900.407780831491,59.652,,3.031,33.4
GUY,2021,815482,9860.87233445443,65.673,85.5159912109375,14.557,
HTI,2021,11374586,1835.44394078496,63.192,,15.28,
HND,2021,10289877,2735.14751503977,70.123,54.5551300048828,8.506,
HKG,2021,7413100,49770.5642374739,85.5326829268293,100.197776794434,5.174,
HUN,2021,9709891,18755.1023464312,74.1634146341463,99.6950988769531,4.045,29.2
ISL,2021,372520,69325.9078287926,83.1658536585366,115.156303405762,6.029,
IND,2021,1414203896,2239.61384367482,67.24,80.6246396929286,6.38,32.8
IDN,2021,276758053,4287.17313989405,67.57,99.0968322828421,3.827,35.5
IRN,2021,88455488,4334.79268631354,73.875,,9.282,35.5
IRQ,2021,43071211,4868.49431080783,70.378,,16.173,
IRL,2021,5033164,105561.137468992,82.3536585365854,135.252197265625,6.364,30.1
IMN,2021,84106,94299.969348965,80.525,,,
ISR,2021,9371400,52255.6159050999,82.5,96.9270782470703,4.812,37.9
ITA,2021,59133173,36852.5425414951,82.6463414634146,101.834869384766,9.497,34.8
JAM,2021,2837682,5165.33780988607,70.5,87.2776412963867,5.188,40.2
JPN,2021,125681593,40058.5373276179,84.4456097560976,102.155380249023,2.828,
JOR,2021,11066356,4183.49998326866,74.256,90.0635986328125,19.837,
KAZ,2021,19743603,9983.60103576902,70.23,95.7335493007596,5.546,29.2
KEN,2021,53219166,2061.35622089594,61.427,,5.693,38.7
KIR,2021,128377,2253.82500103057,67.417,86.4115524291992,,
PRK,2021,26232534,,73.284,,3.0,
KOR,2021,51769539,35125.5224984723,83.5268292682927,98.0951538085938,3.639,32.9
XKX,2021,1786080,5270.42670206205,76.806,,,
KWT,2021,4360865,34043.542153557,78.673,,3.002,
KGZ,2021,6851224,1349.99730650542,71.9,94.7706115879302,4.096,28.8
LAO,2021,7453194,2526.05105018529,68.061,59.8290705858321,2.066,
LVA,2021,1884490,20262.8433862451,72.9804878048781,105.814010620117,7.513,34.3
LBN,2021,5718122,4045.37391066234,75.047,,12.669,
LSO,2021,2261542,1066.58645143823,53.062,,18.23,
LBR,2021,5259323,667.96610514319,60.747,,3.845,
LBY,2021,7135175,4935.82787349801,71.911,,19.641,
LIE,2021,39182,196783.729414593,84.4024390243902,118.726867675781,,
LTU,2021,2800839,23934.728489916,74.0365853658537,108.505813598633,7.112,36.7
LUX,2021,640064,133711.794435985,82.5975609756098,106.482757568359,5.571,32.7
MAC,2021,682500,45376.314586156,85.399,88.5480804443359,2.229,
MDG,2021,29691083,490.206238571448,64.485,35.1450665804339,3.487,
MWI,2021,20047258,617.447520802454,62.904,,5.662,
MYS,2021,34282399,10903.1116425938,74.884,80.2709086459728,4.64,40.7
MDV,2021,516154,10176.143882547,79.918,,5.024,
MLI,2021,22388630,862.467400106111,58.941,,3.966,35.7
MLT,2021,518536,38027.3801730893,82.5073170731707,103.094459533691,3.394,
MHL,2021,41367,6258.61193705127,65.269,117.979591369629,,
MRT,2021,4734874,1947.78918383313,64.364,,11.144,
MUS,2021,1266334,9068.97300226707,73.680243902439,,7.719,
MEX,2021,127648148,10314.0506741437,70.213,98.3202514648438,4.019,
FSM,2021,111624,3493.87228552999,70.71,,,
MDA,2021,2595809,5274.60582195352,68.846,96.5853430388789,0.785,25.7
MCO,2021,38527,223823.363960226,,,,
MNG,2021,3383741,4517.61578018785,70.975,99.7959558672287,7.747,
MNE,2021,619211,9465.96153027794,73.8243902439024,93.1638412475586,16.543,34.3
MAR,2021,36954442,3785.93627929688,74.042,82.1820602416992,10.576,
MOZ,2021,31707800,509.907829475551,59.325,33.628709753407,4.053,
MMR,2021,53387102,1242.72134419599,65.672,,4.34,
NAM,2021,2810548,4412.8355693052,59.269,,20.922,
NRU,2021,11709,14989.6647450751,63.617,,,
NPL,2021,29475010,1252.75076731986,68.45,83.5162189990173,12.186,
NLD,2021,17533044,60141.9880911492,81.309756097561,135.962173461914,4.209,25.7
NCL,2021,285214,35311.5543551452,79.1273414634146,,11.54,
NZL,2021,5111300,49624.1816729553,82.2073170731707,117.595428466797,3.776,
NIC,2021,6644741,2128.60980633198,73.837,,6.118,
NER,2021,24502140,608.722439593808,61.576,,0.78,32.9
NGA,2021,218529286,2017.27486481527,52.676,47.2372283935547,5.45,
MKD,2021,1837114,7620.80296977508,73.2463414634146,84.1619567871094,15.801,
MNP,2021,46979,19455.50139424,,,,
NOR,2021,5408320,93072.8925119571,83.1634146341463,119.816871643066,4.359,
OMN,2021,4500424,19403.4600160211,72.541,94.2872695922852,1.9,
PAK,2021,239477801,1455.31922370186,66.098,41.8552345316015,6.338,
PLW,2021,17783,13257.2066721026,,97.3541412353516,,
PAN,2021,4345405,15509.8069109784,76.223,82.8732284547998,10.177,50.9
PNG,2021,10012896,2607.57861884395,65.351,,3.003,
PRY,2021,6684182,5976.9317978996,70.262,84.2880096435547,7.311,42.9
PER,2021,33155882,6826.9720069846,72.377,98.1648101806641,5.097,40.1
PHL,2021,113100950,3484.38593882819,69.266,87.131517608917,3.398,40.7
POL,2021,36981559,18635.5104895754,75.5024390243902,110.52970123291,3.268,28.5
PRT,2021,10361831,24711.4510062111,81.3780487804878,118.324661254883,6.577,34.6
PRI,2021,3262693,32619.250416757,80.162,,7.9,
QAT,2021,2504910,71751.8831234838,79.272,97.3264236450195,0.14,
ROU,2021,19122059,14986.7854904274,72.809756097561,86.1970901489258,5.59,33.9
RUS,2021,144746762,12521.5224609375,69.900243902439,93.3415603637695,4.749,35.1
RWA,2021,13355260,828.833032800998,66.072,44.1820793151855,15.775,
WSM,2021,213779,3947.64517905415,72.767,,6.612,
SMR,2021,34252,54168.9828262684,,61.0071907043457,,
STP,2021,221961,2362.58827248102,67.591,87.4154054386613,9.6,
SAU,2021,30784383,28396.0864182336,76.936,103.587013244629,6.621,
SEN,2021,17220867,1598.10676952274,67.093,46.8130683898926,3.44,36.2
SRB,2021,6834326,9680.52798074468,72.780487804878,92.8741836547852,9.843,33.1
SYC,2021,99258,14982.9111487767,73.3975609756097,102.952278137207,,
SLE,2021,8094602,885.184270659578,60.062,70.7281265258789,3.556,
SGP,2021,5453566,79601.4129622433,83.0926829268293,103.041877746582,4.64,
SXM,2021,41571,32548.4366854902,73.972,,,
SVK,2021,5447247,22138.1949833348,74.6146341463415,91.0899124145508,6.894,24.1
SVN,2021,2108079,29187.369382785,80.6756097560976,108.17887878418,4.744,24.3
SLB,2021,762591,1996.86976779348,70.348,,0.884,
SOM,2021,17271431,549.114743546859,55.28,5.46022449075409,19.662,
ZAF,2021,61502603,6843.39941886204,62.341,111.801963806152,34.007,
SSD,2021,10865780,,54.975,,14.029,
ESP,2021,47415794,30817.6828559001,83.2292682926829,119.114921569824,14.781,33.9
LKA,2021,22156000,3999.33764677637,76.399,91.0135559713595,4.981,
KNA,2021,46763,18361.1449697886,71.682,121.108016967773,,
LCA,2021,178522,10459.1321248092,71.111,,20.514,
MAF,2021,29961,21668.3776525323,80.379,,,
VCT,2021,102841,8481.30537359541,69.629,129.439683586025,20.341,
SDN,2021,48066924,712.122009277344,65.267,,11.044,
SUR,2021,617896,5029.84838543953,70.274,65.6098480224609,8.491,
SWE,2021,10415811,61174.9680215622,83.0560975609756,138.688186645508,8.722,29.8
CHE,2021,8704546,93446.4344518943,83.7512195121951,103.605186462402,5.013,
SYR,2021,21628839,663.614245706815,72.063,38.2289009094238,14.877,
TJK,2021,9966908,896.748053372182,71.594,88.2055643880361,12.333,
TZA,2021,62830412,1159.85656738281,66.201,27.9080696105957,2.821,
THA,2021,71727332,7058.0694998852,78.715,102.941030468274,1.215,34.9
TLS,2021,1350139,2684.82704373402,67.737,,2.344,
TGO,2021,8878379,939.613373786407,61.619,64.290901184082,2.333,37.9
TON,2021,105490,4912.57950603175,70.986,100.286051862446,2.111,27.1
TTO,2021,1367558,17912.5106245714,72.971,,4.446,
TUN,2021,12048622,3885.28166485296,73.772,,16.611,33.7
TUR,2021,84147318,9743.21277804855,76.032,114.147331237793,11.969,44.4
TKM,2021,7092043,7051.20211079213,69.264,91.9673385620117,4.459,
TCA,2021,45243,23114.7902123091,74.587,97.4950332641602,,
TUV,2021,10194,5905.08198095343,64.547,90.0071868896484,,
UGA,2021,45910930,882.791717542504,62.705,,3.422,
UKR,2021,44298640,4775.94580078125,69.6478048780488,84.6516265869141,9.834,
ARE,2021,9575152,43360.0211014806,78.71,,3.105,
GBR,2021,67026292,46896.8662432834,80.7,113.683822631836,4.826,32.4
USA,2021,332048977,71318.3073592183,76.3292682926829,101.192489624023,5.349,39.7
URY,2021,3396695,17888.211510172,75.436,120.236488342285,9.328,40.8
UZB,2021,34243696,2258.51964119278,70.862,86.0562395236757,5.364,
VUT,2021,305868,3107.20312858002,70.449,57.8640899658203,4.766,
VEN,2021,28237826,,70.554,,7.037,
VNM,2021,98935098,3704.1935590038,73.618,96.0667428497231,2.385,
VIR,2021,105870,42571.0777368471,80.0682926829268,,14.273,
PSE,2021,4922749,3678.63565662194,73.473,90.1905136108398,26.39,
YEM,2021,37140230,522.173512705812,63.753,,18.287,
ZMB,2021,19603607,1127.16077872857,61.223,,5.199,
ZWE,2021,15797210,1724.38773104902,59.253,,9.54,
