country,year,SP.POP.TOTL,NY.GDP.PCAP.CD,SP.DYN.LE00.IN,SE.SEC.ENRR,SL.UEM.TOTL.ZS,SI.POV.GINI
SLV,2016,6200800.0,3901.34014965811,72.025,69.1290283203125,4.418,40.0
GNQ,2016,1508186.0,7453.19797948517,60.479,,7.962,
ERI,2016,3124698.0,,66.289,,5.554,
EST,2016,1315790.0,18666.3736521706,77.6414634146342,111.596199035645,6.882,31.2
SWZ,2016,1149507.0,3223.92004062357,56.659,85.9756088256836,22.718,54.6
ETH,2016,106718162.0,696.195884706786,64.392,,2.554,
FRO,2016,49464.0,56875.2803813296,82.0439024390244,,,
FJI,2016,919166.0,5363.79025590254,67.24,88.7946105352381,4.319,
FIN,2016,5495303.0,43451.2562442158,81.4292682926829,152.471435546875,8.818,27.1
FRA,2016,66724104.0,37024.2157133669,82.5731707317073,103.308097839355,10.057,31.9
PYF,2016,279178.0,19690.0775734589,82.488,,11.715,
GAB,2016,2100306.0,6677.07003901644,65.802,,20.134,
GMB,2016,2283769.0,650.056501323611,63.013,,6.285,
GEO,2016,3727505.0,4143.40125686315,73.569,107.345481872559,16.604,36.6
DEU,2016,82348669.0,42961.0356905775,80.990243902439,100.852310180664,4.104,31.4
GHA,2016,29356742.0,1913.18673253576,63.89,67.1578920913589,5.232,43.5
GIB,2016,33658.0,,81.702,140.186920166016,,
GRC,2016,10775971.0,17919.2426377048,81.3878048780488,103.952072143555,23.514,35.0
GRL,2016,56186.0,48181.7453541266,71.8385365853659,,,
GRD,2016,115130.0,9221.23461079424,74.762,102.078239440918,,
GUM,2016,164233.0,35930.6594898711,76.877,,5.4,
GTM,2016,16268760.0,4060.13755621218,72.355,54.3751907348633,2.583,
GIN,2016,12073030.0,711.996509782316,58.763,36.8475818475818,5.013,
GNB,2016,1831893.0,679.665386626818,59.674,,3.123,
GUY,2016,763548.0,5870.87823759835,68.384,,13.257,
HTI,2016,10671457.0,1318.40268167953,63.392,,13.852,
HND,2016,9412380.0,2307.34468351082,72.588,50.6989898681641,6.727,49.8
HKG,2016,7336600.0,43734.1980702999,84.2114634146342,107.797096252441,3.392,
HUN,2016,9814023.0,13104.6995457458,76.0634146341464,104.046890258789,5.115,30.3
ISL,2016,335439.0,61987.9263620283,82.2048780487805,117.122772216797,2.978,27.2
IND,2016,1343944296.0,1707.50892912243,70.117,76.119987487793,7.601,34.7
IDN,2016,264627418.0,3521.46943456251,69.798,88.5644920884794,4.301,36.9
IRN,2016,83812228.0,5477.03712389913,75.6,85.4874420166016,12.618,35.9
IRQ,2016,38469627.0,4334.42096404188,68.988,,10.82,
IRL,2016,4755335.0,64292.659966313,81.6536585365854,117.028717041016,8.374,32.8
IMN,2016,83466.0,82025.9454509241,80.314,,,
ISR,2016,8546000.0,37556.6272863143,82.4073170731707,96.7928085327148,4.723,39.0
ITA,2016,60627498.0,31126.3246947273,83.2439024390244,100.742958068848,11.688,35.2
JAM,2016,2809915.0,5009.79450059092,72.02,91.1691513061523,8.634,
JPN,2016,127076000.0,39375.4731620781,83.9848780487805,101.167999267578,3.132,
JOR,2016,10006367.0,3986.71677010853,75.215,,15.275,
KAZ,2016,18363600.0,7475.56688689424,72.41,102.125012456373,4.96,27.2
KEN,2016,48139687.0,1554.12610314423,62.163,,2.757,
KIR,2016,118478.0,1742.66812442095,66.332,,,
PRK,2016,25698326.0,,72.805,,2.931,
KOR,2016,51217803.0,29280.4403170048,82.2756097560976,98.7179565429688,3.65,35.2
XKX,2016,1777568.0,3759.44959067104,78.981,,,26.7
KWT,2016,4004096.0,27323.6890643847,79.701,,2.16,
KGZ,2016,6175337.5,1103.27498361324,70.9512195121951,92.5431552749073,3.474,26.8
LAO,2016,6908802.0,2303.22156035363,67.167,64.8796175541923,2.881,
LVA,2016,1959537.0,13838.5266823272,74.580487804878,111.296806335449,9.643,34.3
LBN,2016,6323060.0,8089.012088155,79.505,,9.786,
LSO,2016,2130422.0,992.491840678465,52.264,56.669620513916,16.17,
LBR,2016,4755608.0,714.613063145659,60.416,,3.081,35.3
LBY,2016,6632126.0,7525.80299308216,71.756,,19.522,
LIE,2016,37716.0,165375.491396259,82.2585365853659,116.028373718262,,
LTU,2016,2868231.0,14981.6208126311,74.6707317073171,101.81990814209,7.862,38.4
LUX,2016,582014.0,106899.293549552,82.6853658536585,106.08519744873,6.669,31.7
MAC,2016,652500.0,69074.0363049212,84.231,99.4636688232422,1.939,
MDG,2016,26099952.0,453.970714522463,64.997,37.8174285888672,1.947,
MWI,2016,17557739.0,450.506105510719,62.209,38.2087783813477,5.007,44.7
MYS,2016,31789685.0,9476.53409809923,75.289,83.6966400146484,3.44,
MDV,2016,443308.0,9947.80744731739,79.872,,5.771,31.3
MLI,2016,19191289.0,730.85493818079,58.731,41.2106895446777,1.367,
MLT,2016,455356.0,26409.6285858968,82.4536585365854,94.9765701293945,4.687,29.1
MHL,2016,47709.0,4229.80988911945,64.057,93.1414108276367,,
MRT,2016,4086657.0,1565.76575722696,64.768,32.0480117797852,10.283,
MUS,2016,1263747.0,9965.72531085228,74.3948780487805,94.4362487792969,6.814,
MEX,2016,122251351.0,9097.92397674769,74.412,102.871368408203,3.853,46.9
FSM,2016,109075.0,2979.60119184048,71.595,,,
MDA,2016,2803186.0,2847.08794770479,69.917,106.047653198242,1.557,26.3
MCO,2016,37276.0,173604.753555915,,154.156982421875,,
MNG,2016,3088856.0,3619.90026383792,69.865,,7.235,32.3
MNE,2016,622303.0,7033.43962398373,76.4414634146341,90.5575180053711,17.732,38.5
MAR,2016,35023457.0,3140.85546875,73.284,,9.3,
MOZ,2016,27337105.0,441.489734819071,59.038,27.8942395701084,3.457,
MMR,2016,51495696.0,1229.19713515893,65.685,67.0034103393555,1.058,
NAM,2016,2439213.0,4395.68776162376,61.682,,23.352,
NRU,2016,11150.0,8724.30700255019,62.702,77.0186309814453,,
NPL,2016,27955462.0,877.256454696737,68.776,71.8179016113281,10.742,
NLD,2016,17030314.0,46808.5291492503,81.5609756097561,112.994277954102,6.007,28.2
NCL,2016,283423.0,30782.8544433514,76.9317073170732,,12.714,
NZL,2016,4714100.0,40070.8956577431,81.6585365853659,113.687911987305,5.147,
NIC,2016,6232666.0,2131.68828465802,73.256,,3.9,
NER,2016,20685753.0,502.706475406446,61.629,24.1179599761963,0.548,
NGA,2016,195443700.0,2070.4127339595,52.043,40.9102096557617,4.499,
MKD,2016,1906313.0,5598.48622617967,75.4,,24.312,34.5
MNP,2016,50773.0,24225.474169342,,,,
NOR,2016,5234519.0,70867.3609970749,82.4073170731707,116.6455078125,4.68,28.5
OMN,2016,4390877.0,17110.1897460545,77.916,102.609092712402,3.266,
PAK,2016,220138869.0,1424.69161195897,65.88,36.3533679861146,2.285,
PLW,2016,17797.0,16762.5723436534,,,,
PAN,2016,4029086.0,14832.3611608191,77.653,83.0287094116211,4.717,50.4
PNG,2016,8961718.0,2316.39479758492,64.84,,2.472,
PRY,2016,6249126.0,5775.1596339946,73.534,82.3605499267578,5.255,47.9
PER,2016,30866494.0,6217.03599995447,75.789,101.344680786133,3.741,43.6
PHL,2016,106735719.0,2985.19564020101,71.387,87.1297234985317,2.695,
POL,2016,37970087.0,12464.0110508476,77.8512195121951,109.117248535156,6.141,31.2
PRT,2016,10325452.0,19980.2808866516,81.1243902439025,115.640090942383,11.068,35.2
PRI,2016,3406672.0,30627.1634017011,80.27,89.1104507446289,11.8,
QAT,2016,2477113.0,61253.6375482797,80.433,97.9394073486328,0.15,
ROU,2016,19702267.0,9404.54005870715,75.209756097561,88.7795104980469,5.901,34.4
RUS,2016,145015460.0,8663.158203125,71.6512195121951,95.9142684936523,5.591,36.7
RWA,2016,11919183.0,729.519154199595,65.737,38.5062408447266,11.801,43.7
WSM,2016,203499.0,4147.07097674888,72.54,84.4522508456935,9.062,
SMR,2016,33101.0,44359.4797662688,,,,
STP,2016,203689.0,1434.87018050521,67.492,83.8670120239258,9.686,
SAU,2016,30954198.0,21515.6600083775,77.064,105.049896240234,5.6,
SEN,2016,15034521.0,1266.43957151587,67.497,,4.455,
SRB,2016,7058322.0,5982.37030126471,75.6878048780488,96.4994888305664,15.257,38.8
SYC,2016,94677.0,16566.9946042294,74.309756097561,101.712799072266,,
SLE,2016,7205328.0,838.631615328371,58.404,40.7056884765625,4.294,
SGP,2016,5607283.0,56899.9181805173,82.8463414634146,107.859008789062,4.08,
SXM,2016,38249.0,37308.6147795736,76.598,,,
SVK,2016,5430798.0,16636.0769133073,77.1658536585366,91.4534378051758,9.679,25.2
SVN,2016,2065042.0,21447.8377796036,81.1756097560976,115.216941833496,8.0,24.8
SLB,2016,662379.0,2082.62989047871,69.801,,0.734,
SOM,2016,14348740.0,460.928491979039,55.044,,18.578,
ZAF,2016,57259551.0,5651.20585165749,64.747,109.774078369141,26.536,
SSD,2016,10830102.0,,55.544,,12.955,44.1
ESP,2016,46484062.0,26740.6851818829,83.3292682926829,123.269889831543,19.635,35.8
LKA,2016,21209000.0,4149.76105454457,75.331,94.2089904664881,4.242,39.3
KNA,2016,47075.0,21387.5415511103,71.74,114.634819030762,,
LCA,2016,175646.0,10638.1901982143,73.112,90.2139205932617,19.933,
MAF,2016,37175.0,,79.475,,,
VCT,2016,106349.0,7656.90042881178,74.28,,19.028,
SDN,2016,41259892.0,1033.21594238281,64.78,46.1623802185059,13.606,
SUR,2016,587757.0,5644.2061057532,71.592,,7.917,
SWE,2016,9923085.0,51820.3972482676,82.3073170731707,137.561157226562,6.99,29.6
CHE,2016,8373338.0,82153.0745447889,83.6024390243903,104.09513092041,4.918,33.0
SYR,2016,19193834.0,656.3490586313,65.993,,13.795,
TJK,2016,8865631.0,788.710481734485,69.549,,11.5,
TZA,2016,53824013.0,953.0107421875,65.386,26.3856342846233,2.23,
THA,2016,70859841.0,5833.57715617098,78.049,124.44612121582,0.688,36.9
TLS,2016,1228312.0,1335.54390089814,67.446,77.5467614778173,4.657,
TGO,2016,7858289.0,772.581787093976,59.55,,2.968,
TON,2016,105524.0,3987.98626206287,70.661,,2.046,
TTO,2016,1353895.0,17521.8007525013,74.281,,3.207,
TUN,2016,11528674.0,3847.80354448809,75.786,91.1704330444336,15.557,
TUR,2016,79277962.0,10970.0458948862,76.66,108.547561645508,10.899,
TKM,2016,6360041.0,5686.98040962764,68.777,,4.031,
TCA,2016,38315.0,26946.4178520162,76.864,73.8848337388483,,
TUV,2016,10930.0,3808.69755015909,64.108,79.3079071044922,,
UGA,2016,38799152.0,752.696571725656,61.648,26.3273289386407,3.008,42.8
UKR,2016,45616832.0,2158.46118164063,71.4763414634146,88.5457534790039,9.35,25.0
ARE,2016,8935095.0,41326.4018161834,79.335,79.0212707519531,1.64,
GBR,2016,65611593.0,40985.2351382417,81.1560975609756,,4.867,33.1
USA,2016,323071755.0,58206.6141931844,78.5390243902439,98.7699279785156,4.869,41.1
URY,2016,3379283.0,17009.7586944503,77.571,112.032577514648,7.841,39.7
UZB,2016,31284568.0,2753.37951427589,70.755,92.8148657883702,5.16,
VUT,2016,272087.0,2869.9996909076,69.65,,5.261,
VEN,2016,30765720.0,,72.058,85.3960266113281,5.319,
VNM,2016,94000117.0,2735.0604380416,73.938,88.6387881692606,1.848,35.3
VIR,2016,107516.0,35324.9748874586,79.1682926829268,,12.515,
PSE,2016,4367088.0,3527.61382413178,74.554,87.1568832397461,23.939,33.7
YEM,2016,32109010.0,975.359406696353,66.064,47.2419013977051,18.416,
ZMB,2016,16914423.0,1239.08527877713,61.794,,5.239,
ZWE,2016,14600294.0,1407.41536437554,60.306,,5.886,
