country,year,SP.POP.TOTL,NY.GDP.PCAP.CD,SP.DYN.LE00.IN,SE.SEC.ENRR,SL.UEM.TOTL.ZS,SI.POV.GINI
AUT,2019,8879920,49885.9947355204,81.8951219512195,101.543632507324,4.56,30.2
AZE,2019,10024283,4805.75371765917,73.102,107.899871826172,5.0,
BHS,2019,394675,32979.5401279534,71.205,,9.336,
BHR,2019,1483756,27259.7438599327,80.019,101.02108001709,1.223,
BGD,2019,164913055,2129.79896954606,72.806,67.2209189141778,4.441,
BRB,2019,281207,20583.7265786414,77.257,106.328201293945,8.412,
BLR,2019,9419758,6837.76832136779,74.2268292682927,94.9205322265625,4.165,25.3
BEL,2019,11488980,46716.6227467964,81.9951219512195,156.635375976562,5.364,27.2
BLZ,2019,385829,6190.04792278445,73.931,87.3793334960938,9.053,
BEN,2019,12726755,1130.82135304977,60.454,,1.214,
BMU,2019,64107,115798.040775578,81.033,81.5482735869804,,
BTN,2019,764824,3576.87987077877,71.391,,2.72,
BOL,2019,11671386,3503.8960106182,67.841,90.0654907226562,3.682,41.6
BIH,2019,3345533,6122.3753450882,77.241,85.8158111572266,15.692,
BWA,2019,2332083,7172.08956480028,65.464,,20.094,
BRA,2019,207455459,9029.83326742175,75.338,103.953277587891,11.936,53.5
VGB,2019,36395,,75.863,,,
BRN,2019,442680,30426.5730284202,74.748,89.6485824584961,6.6,
BGR,2019,6975761,9838.60058985384,75.1121951219512,102.656936645508,4.23,40.3
BFA,2019,20961952,764.853077774946,60.039,40.2732582092285,4.71,
BDI,2019,12255336,210.236494521532,62.351,43.208080291748,1.043,
CPV,2019,514104,4380.7811916403,76.004,84.1088104248047,12.128,
KHM,2019,16481304,2225.87705485686,70.692,52.3081059868316,0.119,
CMR,2019,25506095,1555.22660476477,61.584,44.4228539826159,3.622,
CAN,2019,37618495,46352.8693445211,82.2239024390244,110.858299255371,5.69,31.7
CYM,2019,67327,88254.2903677044,,98.414909362793,,
CAF,2019,4944703,449.228467602439,55.025,,5.607,
TCD,2019,16685223,678.142035723965,53.259,20.9835300445557,1.084,
CHI,2019,165639,60568.1085272721,81.39,,6.408,
CHL,2019,19197744,14495.716721687,80.326,104.405769348145,7.493,
CHN,2019,1407745000,10143.8602206165,77.968,,4.56,38.2
COL,2019,49907985,6472.54544924705,76.752,101.989349365234,10.28,51.3
COM,2019,786578,1519.26386436068,64.068,,3.934,
COD,2019,92947442,557.044161335917,60.276,,4.591,
COG,2019,5616661,2488.42466724916,62.747,,20.392,
CRI,2019,4999553,12884.6859951989,79.427,137.016326904297,10.807,48.2
CIV,2019,28193009,2141.76836170115,59.319,52.2111511230469,2.401,
HRV,2019,3949390,15563.8167397199,78.4243902439025,105.13597869873,6.617,28.9
CUB,2019,11202846,9232.26115935183,77.611,101.089462280273,1.705,
CUW,2019,157441,19220.6866958303,,,,
CYP,2019,1286671,29703.052734375,81.397,100.850433349609,7.155,31.2
CZE,2019,10671870,24062.7190013343,79.2292682926829,100.21556854248,2.015,25.3
DNK,2019,5814422,59404.2663247723,81.4512195121951,129.311126708984,5.018,27.7
DJI,2019,1088709,2837.17103336917,63.085,,26.256,
DMA,2019,67880,9009.09011545429,73.559,89.376953125,,
DOM,2019,10894043,8164.22080932117,73.577,81.8562393188477,6.356,41.9
ECU,2019,17340021,6205.05759479761,77.297,94.7315368652344,3.812,45.7
EGY,2019,107553158,2962.98892023003,71.358,81.1705169677734,7.851,31.9
SLV,2019,6222318,4320.11671534627,72.559,66.0821228027344,4.17,38.8
GNQ,2019,1670177,6804.14923073888,61.644,,8.064,
ERI,2019,3240194,,67.3,42.793707262685,5.552,
EST,2019,1326898,24021.2501413306,78.6463414634147,112.287200927734,4.514,30.8
SWZ,2019,1179874,3894.32951592818,60.549,,28.138,
ETH,2019,115737383,828.70897229725,65.838,,2.917,
FRO,2019,51795,63064.6343127366,82.6463414634146,,,
FJI,2019,914899,5950.82868635508,67.893,90.682590252231,4.373,30.7
FIN,2019,5521606,48358.1807773701,81.9829268292683,144.613204956055,6.695,27.7
FRA,2019,67382061,40408.2848574751,82.8268292682927,104.07689666748,8.415,31.2
PYF,2019,279034,21582.5892046801,82.996,,11.565,
GAB,2019,2267706,7441.1786472281,66.603,67.1427777469016,20.358,
GMB,2019,2456844,738.186751987483,63.755,,4.538,
GEO,2019,3720161,4741.2832715876,73.47,111.499992370605,11.565,35.9
DEU,2019,83092962,47623.8656074829,81.2926829268293,101.152557373047,3.163,31.8
GHA,2019,31258945,2186.18924111824,64.74,70.6078872680664,3.16,
GIB,2019,35494,,82.363,114.369033813477,,
GRC,2019,10721582,19335.3602002969,81.6390243902439,106.527839660645,17.045,33.1
GRL,2019,56225,53309.2035905065,71.9443902439024,,,
GRD,2019,115981,10462.7929159533,74.863,,,
GUM,2019,161808,39274.9431424899,77.717,,5.401,
GTM,2019,17103803,4511.99755157656,73.129,52.6072883605957,2.193,
GIN,2019,13034346,1031.34146480732,59.72,37.9919232403293,5.018,
GNB,2019,1967696,807.359903965493,60.882,,2.413,
GUY,2019,807665,6405.82443444562,69.124,,13.172,
HTI,2019,11105163,1352.17204191532,64.255,,14.057,
HND,2019,9943633,2502.32744328073,72.881,64.1083908081055,5.698,48.2
HKG,2019,7507900,48359.0011950597,85.1558536585366,105.107139587402,2.917,
HUN,2019,9771141,16786.2136399075,76.3195121951219,102.561637878418,3.419,30.0
ISL,2019,360563,68452.23622306,83.1634146341463,112.034339904785,3.507,
IND,2019,1389030312,2041.42863698585,70.91,75.5255813598633,6.51,33.8
IDN,2019,272489381,4106.94856173421,70.518,95.7836905704493,3.59,35.4
IRN,2019,87051648,3831.27894763337,76.103,,10.74,36.5
IRQ,2019,41192171,5671.8568632942,71.576,,14.109,
IRL,2019,4934340,82508.4659883582,82.7024390243903,138.091217041016,4.95,30.8
IMN,2019,83957,87127.5517977404,80.737,,,
ISR,2019,9054000,44140.8289372511,82.8048780487805,96.2954177856445,3.731,38.3
ITA,2019,59729081,33812.788724868,83.4975609756098,101.74178314209,9.951,34.6
JAM,2019,2823271,5607.24300668501,71.767,87.9186782836914,4.987,
JPN,2019,126633000,40415.9567649547,84.3563414634146,102.670066833496,2.351,
JOR,2019,10671891,4170.1144003465,76.044,89.5104827880859,16.801,
KAZ,2019,19209555,9457.12614657136,73.18,101.3594374785,4.8,28.0
KEN,2019,51202827,1960.40808854893,62.943,,5.014,
KIR,2019,123921,1750.99750920482,67.15,,,27.8
PRK,2019,26037632,,73.198,,2.782,
KOR,2019,51764822,31902.4169048194,83.2268292682927,98.3813018798828,3.746,33.2
XKX,2019,1788891,4415.99716107514,79.022,,,
KWT,2019,4442316,31707.8737464917,79.685,,2.251,
KGZ,2019,6590211,1421.99927504102,71.6,92.7374435322778,4.295,29.7
LAO,2019,7237636,2589.32081035237,68.138,64.9903165535712,2.537,
LVA,2019,1913822,17294.9751600969,75.3878048780488,107.602462768555,6.312,34.5
LBN,2019,5794594,8905.88005497437,79.236,,11.301,
LSO,2019,2209405,1082.05706777516,54.173,,16.876,
LBR,2019,5043721,658.164180770507,61.104,,3.068,
LBY,2019,6951033,9963.19489084483,72.463,,19.05,
LIE,2019,38563,166907.839305016,84.1609756097561,119.209663391113,,
LTU,2019,2794137,19727.7607453736,76.2829268292683,103.88060760498,6.255,35.3
LUX,2019,620001,112726.439672814,82.6390243902439,106.946510314941,5.592,34.2
MAC,2019,672000,81967.699172769,84.978,90.6689910888672,1.749,
MDG,2019,28219554,499.818837622534,65.882,33.9341493314188,2.469,
MWI,2019,19025752,580.889816066776,64.119,35.0998992919922,4.966,38.5
MYS,2019,33440596,10920.191763972,75.76,80.5930786132812,3.26,
MDV,2019,487731,11740.2724029785,80.116,70.7690811157227,4.562,29.3
MLI,2019,21068405,820.197390833912,59.664,,3.29,
MLT,2019,504062,32412.2697818499,82.8585365853659,104.505729675293,3.616,31.0
MHL,2019,44007,5292.33985502306,64.746,110.421463012695,,35.5
MRT,2019,4467708,1767.072710621,65.687,37.4504814147949,10.416,32.0
MUS,2019,1265985,11403.2527870674,74.2358536585366,93.135498046875,6.331,
MEX,2019,125762982,10369.5553568761,74.202,105.515609741211,3.477,
FSM,2019,110282,3572.65918282222,71.077,,,
MDA,2019,2664224,4405.33418162155,70.935,95.6507568359375,1.466,26.0
MCO,2019,38109,193746.785647412,,,,
MNG,2019,3267673,4347.54610314873,71.822,89.1558423616889,9.269,
MNE,2019,622028,8909.6538759126,76.6829268292683,91.84033203125,15.128,35.7
MAR,2019,36210898,3508.09765625,74.27,80.1277923583984,9.194,
MOZ,2019,29884380,519.09255091362,61.166,31.9430628028609,3.646,50.3
MMR,2019,52640713,1425.98954211903,66.61,,0.407,
NAM,2019,2650494,4731.9210318831,63.075,,19.921,
NRU,2019,11587,10776.8284610316,63.484,86.3603668212891,,
NPL,2019,28414064,1203.14294706401,69.558,79.3168182373047,10.389,
NLD,2019,17344874,53554.9007491475,82.1121951219512,114.804168701172,3.379,29.2
NCL,2019,283606,33411.3358835672,80.4197073170732,,10.88,
NZL,2019,4979200,42747.2099299966,82.0560975609756,120.266319274902,4.109,
NIC,2019,6483657,1958.62132892996,74.054,,5.472,
NER,2019,22947757,561.691304349698,62.897,,0.531,
NGA,2019,209485641,2265.15520863056,52.91,,5.206,
MKD,2019,1876262,6718.85826635458,76.6024390243903,82.5312805175781,17.414,33.5
MNP,2019,48129,24496.6652122421,,,,
NOR,2019,5347896,76430.5889473338,82.9585365853659,119.421340942383,3.684,27.7
OMN,2019,4591241,19180.1864152801,78.002,102.221549987793,2.04,
PAK,2019,230800899,1390.41690981745,66.756,39.6166540049859,4.83,
PLW,2019,17798,15841.1935329812,,,,
PAN,2019,4234700,16477.9066285687,77.81,,6.256,49.8
PNG,2019,9609010,2575.77274251891,65.474,,2.634,
PRY,2019,6515058,5821.18199548637,73.621,75.856393842696,6.595,45.7
PER,2019,32449303,7037.00803692604,76.156,97.7029800415039,3.379,41.5
PHL,2019,110804683,3400.78949772302,71.865,87.5707840643522,2.237,
POL,2019,37965475,15874.5220531254,77.9048780487805,109.753303527832,3.267,28.8
PRT,2019,10286263,23343.3628970034,81.6756097560976,119.535041809082,6.464,32.8
PRI,2019,3193694,32916.866800639,79.063,,8.3,
QAT,2019,2638657,66841.3013472693,80.99,107.072868347168,0.1,
ROU,2019,19371648,12992.0326104674,75.6073170731707,86.4074096679688,3.912,34.8
RUS,2019,145453291,11447.701171875,73.0839024390244,100.471740722656,4.513,35.7
RWA,2019,12776103,810.051420243718,66.437,44.0778999328613,11.236,
WSM,2019,209780,4351.94234943706,72.157,,7.838,
SMR,2019,34663,46627.0122356944,,61.0058288574219,,
STP,2019,213392,1935.2931816596,68.523,78.3800561981311,8.831,
SAU,2019,30063799,27892.8421521179,77.304,104.450019836426,5.636,
SEN,2019,16352922,1431.18128932159,68.526,45.9415283203125,2.863,
SRB,2019,6945235,7755.632986437,75.9365853658537,94.5711975097656,10.395,34.5
SYC,2019,97625,19141.5118743615,74.0463414634146,100.825881958008,,
SLE,2019,7731991,843.71251730417,60.255,58.9547309875488,3.203,
SGP,2019,5703569,66081.7199235165,83.5951219512195,104.714958190918,3.1,
SXM,2019,40385,34861.469528968,75.437,,,
SVK,2019,5454147,19406.0589683582,77.6658536585366,91.3246917724609,5.761,23.2
SVN,2019,2088385,25814.1687167572,81.5292682926829,111.369567871094,4.446,24.4
SLB,2019,728147,2223.66502559565,70.382,,0.743,
SOM,2019,16030971,539.893931565468,57.078,,18.828,
ZAF,2019,59587885,6533.71121032856,66.175,111.206802368164,28.468,
SSD,2019,10423384,,55.912,,12.709,
ESP,2019,47134837,29776.2011500384,83.8317073170732,118.524719238281,14.104,34.3
LKA,2019,21803000,4082.69404871533,76.008,,4.67,37.7
KNA,2019,46952,23595.4923231291,71.572,,,
LCA,2019,177661,11794.2056521711,73.445,88.8767623901367,15.613,
MAF,2019,34267,19033.0649634889,79.983,,,
VCT,2019,104167,8743.33202133753,72.835,127.719665271967,19.235,
SDN,2019,45548175,709.975280761719,65.876,,11.658,
SUR,2019,605768,6629.66775248603,72.242,,7.556,
SWE,2019,10278887,51773.0464558993,83.109756097561,136.641006469727,6.833,29.3
CHE,2019,8575280,84121.9310304414,83.9048780487805,104.071113586426,4.394,34.0
SYR,2019,20353534,1109.53926036049,71.822,,13.36,
TJK,2019,9529966,871.022372934846,70.867,,11.419,
TZA,2019,59174891,1063.32250976563,66.989,30.1566095935996,2.496,
THA,2019,71522271,7605.69657797759,78.975,109.378743181915,0.716,34.9
TLS,2019,1300945,1562.36458881813,68.268,85.3166561114629,3.097,
TGO,2019,8463068,826.260654099894,60.901,,2.036,
TON,2019,105669,4676.84790348236,70.871,96.0933090863485,2.157,
TTO,2019,1363985,17431.0269266696,74.228,,3.523,
TUN,2019,11875081,3528.87213306798,75.993,,17.153,
TUR,2019,82579440,9215.44049888114,77.832,111.910400390625,13.73,43.8
TKM,2019,6803944,6648.0348960628,69.002,85.9027862548828,4.043,
TCA,2019,43166,27273.4376992357,75.326,91.0927835051546,,
TUV,2019,10581,5115.13075950206,64.278,81.1111068725586,,
UGA,2019,42999637,822.057058189153,62.991,,3.06,42.7
UKR,2019,44957458,3619.86157226563,71.8273170731707,84.4568328857422,8.194,26.6
ARE,2019,9445785,44251.4541390148,79.726,82.3568878173828,2.331,
GBR,2019,66836327,42662.5353740311,81.4048780487805,117.233337402344,3.613,32.8
USA,2019,328329953,65604.6815198734,78.7878048780488,100.063430786133,3.669,41.5
URY,2019,3397206,18315.7352857194,77.508,119.848533630371,8.836,39.7
UZB,2019,32964701,2041.38480729431,71.344,96.2074737548828,4.932,
VUT,2019,291985,3207.44650452083,69.877,,5.444,32.3
VEN,2019,28938098,,72.161,,5.876,
VNM,2019,97173776,3440.90025375434,74.093,93.1537784411482,1.681,
VIR,2019,106669,38633.5298915336,79.6682926829268,,12.551,
PSE,2019,4685306,3656.85827137011,75.241,88.8878326416016,25.34,
YEM,2019,35111408,623.376164898164,65.092,,17.202,
ZMB,2019,18513839,1258.98619844462,62.793,,5.542,
ZWE,2019,15271368,1684.02790388182,61.292,,7.373,50.3
