country,year,co2,ch4,n2o,co2e_100yr,co2e_20yr
ABW,2015,2290834.745679815,1704.2085451895562,77.72645154079751,2358876.352626789,2450093.6295802207
AFG,2015,46724953.8368946,1362223.8030430956,27542.07557877046,92613898.81788157,166725039.5002617
AGO,2015,135217049.88986206,3050688.8581359163,30366.152313684568,229328291.77759492,392818535.45224226
AIA,2015,400585.19591748255,287.1747289465646,5.847652745091045,410026.56718267687,425408.1666867697
ALA,2015,687354.139997154,370.65517952237775,41.08197104306473,709334.2939783374,728964.6008056523
ALB,2015,19880733.41284879,331854.87532460404,8985.834595979824,31796771.540612634,49855738.013491005
AND,2015,456638.4234513119,5209.32571487818,47.5630120436565,615030.2430511557,892682.558687456
ARE,2015,640446657.9562252,3424902.341011571,14679.933782117809,767357555.2599158,977994603.8631432
ARG,2015,660972326.113944,9194428.772423863,261807.90675488583,1007936258.0468345,1518782924.9232883
ARM,2015,15954233.04437711,166251.9397711546,5080.089010535052,22449275.544166908,32084129.217636388
ASM,2015,614781.7314479372,419.28373474792414,34.296601205365036,635637.2766707697,658086.4139805818
ATA,2015,5203909.310635761,20307.832156671633,331.3985256066884,5328038.621653385,5394061.004136373
ATF,2015,28043.454353058176,7.025413006494471,1.5466777075052325,28669.3280835816,29043.15231396581
ATG,2015,1893260.0285279588,4355.314483667891,95.15233531708458,2039376.2576234217,2274070.864978781
AUS,2015,1105535250.428467,14626069.918403978,284910.728785266,1612758041.5535204,2413071363.8092527
AUT,2015,155773754.21929395,610465.7095868391,27390.37260498824,184920351.7058501,221453269.38964388
AZE,2015,119929850.97710325,1479043.376105825,14795.840822160148,167908820.13806024,251393495.45619953
BDI,2015,11117173.598351896,291301.4261125494,8384.721036412764,21914845.34180368,37799772.274447605
BEL,2015,227441743.54959837,772214.0518406604,66340.04352577352,274924887.6503285,322941015.69102263
BEN,2015,11474094.6291161,355106.39656867314,12280.754818453237,25705370.593306426,45900405.2158364
BES,2015,6132869.651320275,430.5513200129502,53.796759927527454,6159628.13785572,6182621.6491664685
BFA,2015,15145106.520288574,1309291.9486304442,54045.64071880815,67600301.2120642,138942239.6966101
BGD,2015,250319379.0404603,11035815.560263794,180727.63158906056,612054790.9887048,1217249626.9011016
BGR,2015,109897294.26751488,655408.3325646044,27751.299411538817,138527396.99641085,177460247.2485226
BHR,2015,79304656.91392137,1860572.469645637,1395.3497819600516,134265431.348605,236012414.32529107
BHS,2015,9546283.574308487,22164.723154918094,458.07326831559203,10277011.602216195,11464190.181432812
BIH,2015,58657910.41868775,787462.1321506463,7860.347126155788,83673734.00328368,125935445.75632197
BLM,2015,75746.01401247474,872.9888177312165,103.25490189912603,127690.66917823043,174479.14134919876
BLR,2015,227954310.9686629,1183308.1973257088,205999.4490468634,316804141.95857203,380311052.4615912
BLZ,2015,3578452.5028214413,49372.034468665945,690.1575226836823,5141899.486927829,7774664.751465895
BMU,2015,2202686.580775329,2461.102467202451,53.62267912755794,2284582.9706340656,2416401.6715830145
BOL,2015,101249177.03260191,2535037.552376642,52062.125845960836,186226408.22326845,321493434.1560024
BRA,2015,1851822794.1130753,36593818.50108895,988092.7360177584,3163747657.663418,5153259564.904103
BRB,2015,4388883.528728612,13446.932702128128,289.88173882979567,4835622.46101532,5555639.242451836
BRN,2015,22706737.359713417,383045.6436299707,786.7865092470946,34011099.377632685,54813208.125057206
BTN,2015,5351704.872730322,74826.28669849623,1241.652030488981,7816108.615623319,11794448.484117953
BVT,2015,0.0,0.0,0.0,0.0,0.0
BWA,2015,34870754.4066393,271642.8633094252,6155.030954578488,44582629.08845132,59643678.1597363
CAF,2015,4790599.109033586,428427.6852860783,17767.14701816348,22066652.26498464,45548071.170304954
CAN,2015,1630124616.0684383,8222196.341662366,259595.28315199594,1969886612.2838182,2438187328.168001
CCK,2015,16128.171268901704,10.677659959678458,0.33922823714760947,16512.04778030801,17084.081366998475
CHE,2015,84359016.86565353,406005.49082009075,15975.405046806365,103826052.68718235,129056131.17751734
CHL,2015,214211334.02742594,1338849.0177983658,48156.97944342365,275871676.9625629,357547578.4680987
CHN,2015,23329358943.51297,129773445.63784051,3141829.191354346,28554032169.23441,35782490616.90997
CIV,2015,47296445.09204293,844157.0852586456,17104.204283849656,78073995.85677944,126485323.84990314
CMR,2015,46210174.23501987,1743392.1004691327,35961.10819263502,108647804.40022416,206186822.10497367
COD,2015,50873518.37880908,1485648.7573880816,21627.652189291344,101290816.55177131,183910689.709038
COG,2015,27352096.908101793,905829.7800808934,3516.266703842344,54036483.3457522,102848449.51982969
COK,2015,388499.8855439531,1348.1438518549598,34.74615730639364,435378.8682003491,507328.3016660837
COL,2015,224532605.09136987,5873518.970413792,114376.38031881329,427978173.967994,753412282.1361055
COM,2015,976571.9906654055,26863.63478943895,275.8246210580565,1792342.3053511276,3229270.4980081166
CPV,2015,2733976.8490911266,10087.842205073199,513.9694805529508,3155672.777259727,3693775.9648099937
CRI,2015,18658956.14183685,419757.2816631035,8822.489893003858,33249365.538095485,56426778.984279916
CUB,2015,82740614.8348247,991624.150281168,28654.231399437416,118682952.54516722,172592337.65993515
CUW,2015,5833878.255597828,1303.8547549607913,145.4060179915521,5957929.278368773,6008639.61056343
CXR,2015,42587.16508081842,45.901446657343065,0.8716847885838822,44076.31419391245,46535.71102895458
CYM,2015,2455933.2061132775,1753.4139655329518,65.43311810235282,2521800.6204172,2615687.0639804066
CYP,2015,14628184.798725074,60296.16991699687,1811.7501928952056,17470554.713549882,21525380.170526117
CZE,2015,230519587.9893451,907632.8226748152,49247.29955187086,277043728.9986053,334541846.30676156
DEU,2015,1749089153.6459768,5181295.75500328,281596.8198606385,2008944534.0577412,2314413768.211842
DJI,2015,3385700.72097107,72837.31376441021,1669.0078478374426,5854805.836968892,9745902.022622291
DMA,2015,773632.4871424919,3901.970828921226,60.41774760230793,896661.7425026201,1105659.052464673
DNK,2015,94920623.86969572,923227.108838682,36932.475149955986,132138082.51655185,182578613.307966
DOM,2015,52976405.287996344,766609.9922533382,18855.366312989423,81380025.21088506,125045783.34806418
DZA,2015,450110764.097355,5843846.934701032,61843.9022467785,634122572.6999168,948567798.5091549
ECU,2015,94651518.3123659,1770086.527207876,27979.78529713191,152212466.85232857,248005139.66356763
EGY,2015,550120306.2457055,3964357.5887845797,169644.0577619085,727448955.2289116,958032687.5643332
ERI,2015,9329850.369718347,274082.0090191797,7781.478246891921,19049615.228330478,33682859.053291515
ESH,2015,2731040.0797700863,10958.439073905178,216.05180302956637,3088341.851450817,3675630.369054804
ESP,2015,591214990.2361461,3243208.753693614,170175.33516379853,751784149.1103312,944912273.8528438
EST,2015,57301109.39072741,159808.7381699659,13121.287650014125,65875275.623286285,74895854.28465174
ETH,2015,80911250.70389785,6553507.486012739,240384.05659664315,329879512.023987,679167517.3973395
FIN,2015,170740016.17036387,757344.2390468727,49646.15606112562,208148422.65584412,251251451.0379253
FJI,2015,5829009.183626616,55041.53258261762,842.9050151321276,7825397.415016122,11063576.109808356
FLK,2015,11589000.988850802,109.10574265881509,7904.882573756263,13750037.425966365,13755832.653499257
FRA,2015,837572059.9092339,5180151.401455753,286789.9807115955,1112632867.7592096,1432971832.0238676
FRO,2015,1674291.0412076516,3414.2510073049107,441.2156286351766,1888590.3288123936,2071190.1280334408
FSM,2015,829705.2903523698,2150.8872128610465,69.40297956251058,908099.6118985692,1023002.6603123123
GAB,2015,34129477.459634826,947570.8285351801,3021.1830977042537,62724373.2518229,114789759.8623949
GBR,2015,911631003.8788103,3995611.6465482493,233174.7120967796,1118684109.094962,1366366032.4487512
GEO,2015,35802347.11437984,272805.6080618795,9900.751119286315,46641038.67542613,62003273.8388896
GGY,2015,291311.4261913717,200.99299358369564,36.68239428903087,306822.24601567077,317586.94794451736
GHA,2015,51769851.23621684,903504.1645945332,21794.548128844846,85228060.77355458,136445210.31393242
GIB,2015,5474302.063549052,1786.747899683229,307.79858014493857,5609161.371275259,5704442.875116451
GIN,2015,34406497.46067398,1433483.092750291,25509.341839723336,81905162.66697355,159693454.74732032
GLP,2015,7229263.300387501,7281.8109811212325,234.71710681606947,7492824.74083489,7882606.701188183
GMB,2015,3999195.9456701684,99409.97740990974,2107.950893262516,7326358.9196758885,12635879.38653938
GNB,2015,3721858.78876409,152607.8040177393,3870.8956743090544,9032887.126390476,17174029.555073883
GNQ,2015,28664005.45462781,745150.4925588449,389.10213659483867,49933579.0797997,89947206.17780906
GRC,2015,192278486.5549504,853852.8388678764,35592.155523581896,239968500.68731913,300652414.32864416
GRD,2015,1075056.6003860696,3328.4072991241674,63.46054912142441,1189466.2510842695,1366043.0872041727
GRL,2015,1577065.209025055,4236.642279487684,47.168621917269164,1705329.0339043508,1932327.1645269387
GTM,2015,47277935.88943517,1121470.4205945106,27119.122645007337,86222893.60156313,146645509.09335798
GUF,2015,1686604.567448504,4992.220448868018,122.86720209736359,1858613.7913151267,2125259.2108109845
GUM,2015,4677874.482237612,1370.300541825965,158.18049315591045,4758279.643414358,4831024.684296238
GUY,2015,11966325.959588492,200586.29229551842,2842.021709236865,18243553.66904289,28975682.66416172
HKG,2015,129969622.93743698,304648.7855949744,7613.821402894116,140735594.01722023,156954107.21903098
HMD,2015,0.0,0.0,0.0,0.0,0.0
HND,2015,32055962.552187745,625402.3156137257,17354.17653437542,54953483.49359756,89393820.29224807
HRV,2015,42496451.59176914,317741.99527849414,17309.28335513719,57283666.04063532,75397606.73612052
HTI,2015,10819430.915152231,417987.23633582675,9455.119527476661,25043367.989048243,47333948.10877019
HUN,2015,120206976.59072782,566411.369657061,51556.37677692845,154956373.7346795,189609211.37168592
IDN,2015,1744057789.9144583,21859933.99730236,430802.1203680578,2495321938.0876665,3691854615.2703743
IMN,2015,1623209.0186545937,299.9710313473896,74.6541444742115,1651778.5493621372,1667846.5133010924
IND,2015,4529889891.576372,49521077.839812994,1591207.7894378025,6447269900.217188,9181723548.65716
IOT,2015,299085.8233487507,32.69267984538231,10.278719959543693,302846.2047430299,304583.52970255446
IRL,2015,108852345.72433144,1331339.8249075713,53624.993003215444,163239955.70320466,237170702.94934526
IRN,2015,1596646714.3233955,15125132.462126475,156866.71258911557,2085654451.7231505,2909828680.009629
IRQ,2015,393676506.6007442,9484987.535311729,38769.036157282164,673317842.7163013,1184650894.3363717
ISL,2015,13484471.210286206,41375.532325348504,2301.4127297727196,17049883.924747482,19574423.157016043
ISR,2015,137281227.61033908,670910.0065503666,17094.439270062725,170607805.70937863,221421874.26328963
ITA,2015,755776120.7115452,3506656.1179176667,135567.84790062168,927317281.5354292,1146987352.9989846
JAM,2015,22233369.652068287,64058.16800194002,2343.0202900687736,24913332.946454566,28790444.958323285
JEY,2015,340968.1252055078,322.38165606674755,56.774469010495736,365262.34173447895,382532.89765006275
JOR,2015,55376443.09775823,333902.6818496624,9571.602359511538,70719223.82565801,93036045.68791297
JPN,2015,2982079124.9638085,3325306.302185022,152485.2746203563,3163061592.951524,3385858117.66372
KAZ,2015,464090227.11195105,4741875.140874872,51964.116210342225,614277398.896764,869313723.1796582
KEN,2015,68562786.32668148,2844972.7979529207,87142.98577962945,171684261.00293353,323884001.0038909
KGZ,2015,49505205.045401454,551620.3526439858,9976.7243347004,67479830.2072336,96950113.46879987
KHM,2015,45155429.1709201,1536265.5268570115,29482.997431781143,97436973.75429699,182334842.55304542
KIR,2015,745517.3311063284,2003.8597672315204,66.80563998864633,818725.350075388,925950.4597535697
KNA,2015,1096317.1354040604,2341.5272159778756,51.20206126789927,1174502.1654302701,1300217.8670408987
KOR,2015,1416221600.7112122,2073579.7933084965,96555.20825072851,1536394902.4460287,1674057814.5370977
KWT,2015,265736342.31448537,2520956.6540702144,6390.217625464416,356872278.347927,513102862.3616337
LAO,2015,57082352.6245291,536128.0221759896,17545.243924720377,76838687.15713531,105461996.42731169
LBN,2015,59548511.68042135,263370.4892310521,8512.831409839653,72192787.20790808,90129293.9685377
LBR,2015,6465232.560326759,247350.05233570051,2823.085899895157,14190129.846677631,27393626.383777738
XKX,2015,20210656.55519522,119941.99701862787,787.8206724260152,23780686.96118719,30171481.98412194
LBY,2015,136067829.98509595,1145954.9430940151,12009.589921717414,177388375.94673008,244362837.9627312
